Ctyname,stname,ststatus,stcode,ctycode,Cases2001,Cases2002,Cases2003,Cases2004,Cases2005,Cases2006,Cases2007,Cases2008,Cases2009,Cases2010,Cases2011,Cases2012,Cases2013,Cases2014,Cases2015,Cases2016,Cases2017,Cases2018,Cases2019,Cases2020,Cases2021,Cases2022,TOT_POP
Humboldt County,California,Low Incidence,6,23,4,5,5,7,11,4,6,6,4,14,8,2,4,5,8,6,2,1,3,0,0,4,134944
Imperial County,California,Low Incidence,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,178940
Inyo County,California,Low Incidence,6,27,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18742
Kern County,California,Low Incidence,6,29,0,2,1,0,2,1,2,5,2,2,0,0,0,0,1,1,1,0,0,0,0,0,916751
Kings County,California,Low Incidence,6,31,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,2,1,0,0,152987
Lake County,California,Low Incidence,6,33,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,2,1,0,0,68172
Lassen County,California,Low Incidence,6,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30020
Los Angeles County,California,Low Incidence,6,37,9,6,7,2,8,11,9,8,7,11,6,0,20,6,4,2,3,4,3,2,7,7,9719765
Madera County,California,Low Incidence,6,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,160329
Marin County,California,Low Incidence,6,41,1,4,4,0,3,6,3,2,3,4,1,3,6,3,3,3,0,2,8,2,5,3,256154
Mariposa County,California,Low Incidence,6,43,0,1,0,1,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,17053
Mendocino County,California,Low Incidence,6,45,4,10,6,2,1,0,5,9,7,10,7,4,1,2,0,1,2,0,11,3,8,7,90007
Merced County,California,Low Incidence,6,47,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,290210
Modoc County,California,Low Incidence,6,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8619
Mono County,California,Low Incidence,6,51,0,0,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,13002
Monterey County,California,Low Incidence,6,53,1,5,1,1,0,0,0,0,0,1,1,1,1,0,2,2,0,0,3,0,2,1,432884
Napa County,California,Low Incidence,6,55,3,1,0,1,1,0,3,0,2,0,1,2,1,2,1,1,0,2,0,1,2,2,134370
Nevada County,California,Low Incidence,6,57,6,3,4,1,3,2,2,2,1,5,6,2,0,0,0,2,0,1,3,0,0,1,102401
Orange County,California,Low Incidence,6,59,0,3,2,0,1,2,1,1,1,7,6,0,0,0,0,0,0,0,0,0,0,0,3150372
Placer County,California,Low Incidence,6,61,4,3,0,2,2,3,0,1,4,0,1,2,1,0,0,2,3,0,0,0,0,1,418074
Plumas County,California,Low Incidence,6,63,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19443
Riverside County,California,Low Incidence,6,65,2,1,2,1,4,0,0,1,5,1,5,1,2,3,2,4,4,5,3,4,4,0,2474241
Sacramento County,California,Low Incidence,6,67,4,2,4,2,6,3,2,0,0,1,1,0,0,0,0,1,1,3,2,0,0,2,1584380
San Benito County,California,Low Incidence,6,69,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,67643
San Bernardino County,California,Low Incidence,6,71,0,0,1,0,0,0,0,1,2,0,2,0,1,0,1,1,0,1,5,1,4,0,2194908
San Diego County,California,Low Incidence,6,73,3,7,2,4,8,9,5,3,10,10,7,6,6,7,10,7,5,7,1,3,10,4,3277176
San Francisco County,California,Low Incidence,6,75,3,3,3,1,8,6,3,5,1,10,1,1,9,0,0,0,18,16,14,10,12,2,807774
San Joaquin County,California,Low Incidence,6,77,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,1,0,1,2,0,0,0,794293
San Luis Obispo County,California,Low Incidence,6,79,0,0,0,0,1,0,0,1,0,0,1,0,3,3,4,2,0,2,1,3,1,4,282046
San Mateo County,California,Low Incidence,6,81,4,3,5,1,4,2,0,2,11,2,0,1,8,5,5,8,2,0,3,1,0,0,728929
Santa Barbara County,California,Low Incidence,6,83,1,2,3,2,0,0,2,2,9,1,5,0,7,1,3,6,3,5,3,1,3,3,443915
Santa Clara County,California,Low Incidence,6,85,2,6,4,0,2,9,2,0,2,4,10,4,12,5,10,16,23,7,6,4,8,4,1878335
Santa Cruz County,California,Low Incidence,6,87,10,1,7,3,0,6,5,2,5,7,8,6,7,6,7,4,19,9,14,2,12,5,264240
Shasta County,California,Low Incidence,6,89,2,1,0,2,2,0,0,0,0,5,1,1,0,0,0,1,1,0,0,1,1,1,180937
Sierra County,California,Low Incidence,6,91,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3222
Siskiyou County,California,Low Incidence,6,93,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,43786
Solano County,California,Low Incidence,6,95,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,2,2,1,1,1,0,448885
Sonoma County,California,Low Incidence,6,97,6,4,9,2,9,8,9,9,10,9,3,12,7,10,12,14,16,11,10,0,4,5,482669
Stanislaus County,California,Low Incidence,6,99,2,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,3,6,1,1,1,0,551226
Sutter County,California,Low Incidence,6,101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98569
Tehama County,California,Low Incidence,6,103,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,65299
Trinity County,California,Low Incidence,6,105,1,1,1,3,3,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,15778
Tulare County,California,Low Incidence,6,107,2,0,0,0,0,0,1,0,4,2,0,1,1,0,1,1,2,0,8,0,0,0,477884
Tuolumne County,California,Low Incidence,6,109,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,54587
Ventura County,California,Low Incidence,6,111,2,1,1,2,1,0,4,2,3,4,0,2,2,0,0,6,4,3,4,0,5,2,832871
Yolo County,California,Low Incidence,6,113,0,2,0,1,0,1,1,0,0,0,0,1,1,1,1,1,3,1,3,0,1,1,222018
Yuba County,California,Low Incidence,6,115,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,1,2,1,84353
Adams County,Colorado,Low Incidence,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,527509
Alamosa County,Colorado,Low Incidence,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16587
Arapahoe County,Colorado,Low Incidence,8,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,656269
Archuleta County,Colorado,Low Incidence,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13989
Baca County,Colorado,Low Incidence,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3435
Bent County,Colorado,Low Incidence,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5439
Boulder County,Colorado,Low Incidence,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,327339
Broomfield County,Colorado,Low Incidence,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76195
Chaffee County,Colorado,Low Incidence,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20265
Cheyenne County,Colorado,Low Incidence,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1731
Clear Creek County,Colorado,Low Incidence,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9367
Conejos County,Colorado,Low Incidence,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7587
Costilla County,Colorado,Low Incidence,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3615
Crowley County,Colorado,Low Incidence,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5627
Custer County,Colorado,Low Incidence,8,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5337
Delta County,Colorado,Low Incidence,8,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31560
Denver County,Colorado,Low Incidence,8,31,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,713453
Dolores County,Colorado,Low Incidence,8,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2460
Douglas County,Colorado,Low Incidence,8,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,375937
Eagle County,Colorado,Low Incidence,8,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,55218
Elbert County,Colorado,Low Incidence,8,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27842
El Paso County,Colorado,Low Incidence,8,41,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,2,740596
Fremont County,Colorado,Low Incidence,8,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49616
Garfield County,Colorado,Low Incidence,8,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62256
Gilpin County,Colorado,Low Incidence,8,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5886
Grand County,Colorado,Low Incidence,8,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15734
Gunnison County,Colorado,Low Incidence,8,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17320
Hinsdale County,Colorado,Low Incidence,8,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,771
Huerfano County,Colorado,Low Incidence,8,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7097
Jackson County,Colorado,Low Incidence,8,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1314
Jefferson County,Colorado,Low Incidence,8,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,575811
Kiowa County,Colorado,Low Incidence,8,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1434
Kit Carson County,Colorado,Low Incidence,8,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6983
Lake County,Colorado,Low Incidence,8,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7346
La Plata County,Colorado,Low Incidence,8,67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,56553
Larimer County,Colorado,Low Incidence,8,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,367577
Las Animas County,Colorado,Low Incidence,8,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14311
Lincoln County,Colorado,Low Incidence,8,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5510
Logan County,Colorado,Low Incidence,8,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20792
Mesa County,Colorado,Low Incidence,8,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158531
Mineral County,Colorado,Low Incidence,8,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,931
Moffat County,Colorado,Low Incidence,8,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13205
Montezuma County,Colorado,Low Incidence,8,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26467
Montrose County,Colorado,Low Incidence,8,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43807
Morgan County,Colorado,Low Incidence,8,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29266
Otero County,Colorado,Low Incidence,8,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18311
Ouray County,Colorado,Low Incidence,8,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5103
Park County,Colorado,Low Incidence,8,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17921
Phillips County,Colorado,Low Incidence,8,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4448
Pitkin County,Colorado,Low Incidence,8,97,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16847
Prowers County,Colorado,Low Incidence,8,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11873
Pueblo County,Colorado,Low Incidence,8,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169472
Rio Blanco County,Colorado,Low Incidence,8,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6549
Rio Grande County,Colorado,Low Incidence,8,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11337
Routt County,Colorado,Low Incidence,8,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25072
Saguache County,Colorado,Low Incidence,8,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6627
San Juan County,Colorado,Low Incidence,8,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806
San Miguel County,Colorado,Low Incidence,8,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8008
Sedgwick County,Colorado,Low Incidence,8,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2286
Summit County,Colorado,Low Incidence,8,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30636
Teller County,Colorado,Low Incidence,8,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24860
Washington County,Colorado,Low Incidence,8,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4847
Weld County,Colorado,Low Incidence,8,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,350266
Yuma County,Colorado,Low Incidence,8,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9895
Fairfield County,Connecticut,High Incidenc,9,1,1146,1313,335,330,426,355,434,530,698,331,305,225,443,437,427,310,418,289,194,116,86,503,NA
Hartford County,Connecticut,High Incidenc,9,3,269,293,59,73,96,132,216,291,312,187,167,143,288,291,335,229,282,217,132,70,63,218,NA
Litchfield County,Connecticut,High Incidenc,9,5,376,677,276,283,299,357,358,172,213,88,118,67,187,168,202,127,221,130,116,52,57,235,NA
Middlesex County,Connecticut,High Incidenc,9,7,163,214,83,47,118,105,157,195,196,125,109,93,181,155,241,158,163,200,119,46,42,113,NA
New Haven County,Connecticut,High Incidenc,9,9,479,538,71,102,175,152,377,393,460,240,249,213,388,459,474,351,375,333,211,94,96,334,NA
New London County,Connecticut,High Incidenc,9,11,448,641,170,181,312,317,407,286,579,340,314,263,402,406,421,250,269,387,254,137,98,342,NA
Tolland County,Connecticut,High Incidenc,9,13,219,332,121,98,138,191,227,273,297,161,217,129,255,233,211,155,133,138,107,26,49,136,NA
Windham County,Connecticut,High Incidenc,9,15,375,488,236,187,189,147,178,121,275,148,128,122,184,162,197,148,122,149,93,70,49,138,NA
Kent County,Delaware,High Incidenc,10,1,22,33,33,148,177,114,155,119,181,127,133,110,78,76,58,74,105,75,79,37,14,45,187758
New Castle County,Delaware,High Incidenc,10,3,102,132,128,105,312,285,441,519,622,396,552,398,299,259,283,269,312,285,407,229,89,184,575254
Sussex County,Delaware,High Incidenc,10,5,28,29,51,20,107,67,92,104,160,96,154,123,103,50,58,104,146,127,130,57,24,47,256447
District of Columbia,District of Columbia,High Incidenc,11,1,17,25,14,16,10,62,116,74,61,42,0,0,35,40,121,103,84,79,100,120,71,73,670949
Alachua County,Florida,Low Incidence,12,1,0,0,0,6,0,0,1,3,1,1,2,3,0,0,4,3,1,0,0,0,4,1,284041
Baker County,Florida,Low Incidence,12,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,27786
Bay County,Florida,Low Incidence,12,5,0,1,0,0,0,0,0,0,1,0,1,0,4,2,1,2,2,0,0,1,0,2,185210
Bradford County,Florida,Low Incidence,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27296
Brevard County,Florida,Low Incidence,12,9,1,1,1,2,0,0,0,3,1,3,4,2,7,4,3,8,4,9,3,3,9,9,630707
Broward County,Florida,Low Incidence,12,11,0,0,0,0,1,1,1,1,4,3,3,2,1,1,9,17,12,5,7,1,14,4,1946889
Calhoun County,Florida,Low Incidence,12,13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,13465
Charlotte County,Florida,Low Incidence,12,15,0,2,2,1,3,0,2,0,0,2,1,0,0,4,0,6,0,0,1,0,0,7,202582
Citrus County,Florida,Low Incidence,12,17,1,5,2,0,1,0,0,0,4,2,3,3,1,0,2,0,2,2,2,4,1,4,162508
Clay County,Florida,Low Incidence,12,19,0,0,0,1,0,0,0,0,0,0,0,1,2,3,0,4,0,0,0,2,2,2,226634
Collier County,Florida,Low Incidence,12,21,1,1,1,0,1,0,0,0,0,1,1,5,6,2,7,9,5,6,1,0,6,3,397516
Columbia County,Florida,Low Incidence,12,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,71870
DeSoto County,Florida,Low Incidence,12,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,35320
Dixie County,Florida,Low Incidence,12,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17120
Duval County,Florida,Low Incidence,12,31,1,3,0,2,0,1,0,3,1,4,3,2,1,1,4,8,3,5,3,5,3,5,1017011
Escambia County,Florida,Low Incidence,12,33,0,3,0,0,1,0,0,3,1,1,0,0,6,2,2,1,0,1,5,4,0,0,323860
Flagler County,Florida,Low Incidence,12,35,0,1,0,0,0,0,0,3,1,1,4,3,1,3,0,0,0,1,1,0,3,1,126758
Franklin County,Florida,Low Incidence,12,37,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12492
Gadsden County,Florida,Low Incidence,12,39,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,43393
Gilchrist County,Florida,Low Incidence,12,41,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19002
Glades County,Florida,Low Incidence,12,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,12463
Gulf County,Florida,Low Incidence,12,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15299
Hamilton County,Florida,Low Incidence,12,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13194
Hardee County,Florida,Low Incidence,12,49,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,25651
Hendry County,Florida,Low Incidence,12,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41391
Hernando County,Florida,Low Incidence,12,53,0,0,0,0,0,0,2,2,1,1,0,0,0,0,2,1,2,0,3,0,2,1,206935
Highlands County,Florida,Low Incidence,12,55,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,1,0,3,0,1,2,105649
Hillsborough County,Florida,Low Incidence,12,57,3,2,3,1,7,2,1,2,11,4,7,9,11,11,12,7,12,7,5,2,8,5,1513473
Holmes County,Florida,Low Incidence,12,59,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19653
Indian River County,Florida,Low Incidence,12,61,1,2,1,4,0,1,0,3,3,1,0,2,3,6,3,7,3,2,16,7,7,6,167267
Jackson County,Florida,Low Incidence,12,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48255
Jefferson County,Florida,Low Incidence,12,65,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,15069
Lafayette County,Florida,Low Incidence,12,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7777
Lake County,Florida,Low Incidence,12,69,1,1,2,1,0,0,0,0,0,1,1,3,0,3,6,2,3,6,3,3,2,11,410090
Lee County,Florida,Low Incidence,12,71,1,1,1,2,2,3,3,3,11,8,9,8,13,7,17,20,9,11,16,4,19,12,822391
Leon County,Florida,Low Incidence,12,73,0,3,0,0,0,0,0,0,0,0,3,1,2,0,2,1,3,1,1,1,5,1,297282
Levy County,Florida,Low Incidence,12,75,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,45253
Liberty County,Florida,Low Incidence,12,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7613
Madison County,Florida,Low Incidence,12,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18230
Manatee County,Florida,Low Incidence,12,81,0,3,0,0,3,0,2,3,4,0,4,2,6,1,5,7,12,4,2,0,2,7,429169
Marion County,Florida,Low Incidence,12,83,0,1,1,0,2,0,1,5,2,5,7,4,3,3,8,11,11,7,5,11,7,5,396437
Martin County,Florida,Low Incidence,12,85,0,0,0,2,2,2,4,2,4,4,2,1,1,6,5,6,9,3,4,8,3,6,161987
Miami-Dade County,Florida,Low Incidence,12,86,6,3,6,5,1,0,0,7,8,6,5,13,8,16,10,7,21,8,6,3,6,16,2673056
Monroe County,Florida,Low Incidence,12,87,1,2,0,0,1,0,0,1,0,1,0,0,2,1,0,4,2,1,0,1,0,0,81618
Nassau County,Florida,Low Incidence,12,89,0,3,3,0,1,0,0,0,1,0,1,0,1,1,1,2,1,3,1,0,0,1,97826
Okaloosa County,Florida,Low Incidence,12,91,1,0,0,1,1,1,0,0,1,1,0,1,1,1,0,4,7,6,3,1,2,2,216464
Okeechobee County,Florida,Low Incidence,12,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,40373
Orange County,Florida,Low Incidence,12,95,3,5,1,3,0,2,2,3,6,4,3,3,4,2,7,5,8,5,3,2,4,6,1451761
Osceola County,Florida,Low Incidence,12,97,0,1,0,0,1,3,0,0,0,1,0,1,3,0,2,3,6,6,4,4,2,2,422543
Palm Beach County,Florida,Low Incidence,12,99,6,7,5,3,5,5,4,8,8,1,16,4,6,14,10,0,15,15,18,16,15,47,1519867
Pasco County,Florida,Low Incidence,12,101,0,8,0,2,0,0,0,0,5,4,4,3,2,6,6,7,4,5,4,4,15,6,609141
Pinellas County,Florida,Low Incidence,12,103,5,10,6,4,4,3,4,8,6,4,9,6,7,5,4,16,17,12,19,11,7,11,961792
Polk County,Florida,Low Incidence,12,105,0,1,1,0,0,0,0,4,4,1,3,3,1,6,8,11,6,4,1,0,8,4,788382
Putnam County,Florida,Low Incidence,12,107,1,0,0,1,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,74736
St. Johns County,Florida,Low Incidence,12,109,1,1,0,0,0,0,1,5,2,1,3,4,4,6,5,4,2,9,4,4,3,4,307072
St. Lucie County,Florida,Low Incidence,12,111,0,0,0,0,0,2,0,0,2,2,1,7,4,3,1,2,4,3,2,1,4,10,358886
Santa Rosa County,Florida,Low Incidence,12,113,0,0,0,0,0,0,0,0,2,2,1,0,2,2,1,2,1,2,0,0,0,2,198199
Sarasota County,Florida,Low Incidence,12,115,4,3,6,3,5,3,0,11,8,3,1,6,11,8,7,10,5,7,6,10,11,11,462552
Seminole County,Florida,Low Incidence,12,117,0,0,0,0,0,4,0,0,3,1,0,3,4,5,2,2,4,3,4,3,4,3,478623
Sumter County,Florida,Low Incidence,12,119,0,0,0,0,0,0,0,0,0,1,5,1,3,3,2,4,2,2,3,1,4,2,144767
Suwannee County,Florida,Low Incidence,12,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,45405
Taylor County,Florida,Low Incidence,12,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21313
Union County,Florida,Low Incidence,12,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15514
Volusia County,Florida,Low Incidence,12,127,3,4,0,0,2,1,0,3,2,2,7,6,4,11,5,7,4,4,2,0,8,7,579665
Wakulla County,Florida,Low Incidence,12,129,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,35169
Walton County,Florida,Low Incidence,12,131,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,83404
Washington County,Florida,Low Incidence,12,133,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,25405
Appling County,Georgia,Low Incidence,13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18437
Atkinson County,Georgia,Low Incidence,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8160
Bacon County,Georgia,Low Incidence,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11173
Baker County,Georgia,Low Incidence,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2792
Baldwin County,Georgia,Low Incidence,13,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,43633
Banks County,Georgia,Low Incidence,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19342
Barrow County,Georgia,Low Incidence,13,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,89245
Bartow County,Georgia,Low Incidence,13,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,112815
Ben Hill County,Georgia,Low Incidence,13,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17057
Berrien County,Georgia,Low Incidence,13,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18215
Bibb County,Georgia,Low Incidence,13,21,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,0,0,156126
Bleckley County,Georgia,Low Incidence,13,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12279
